date,region,category,units,unit_price,revenue,marketing_spend,satisfaction
2022-08-24,North,Technology,8,635.92,5087.36,427.72,4.0
2022-08-24,South,Furniture,10,234.91,1996.74,231.84,3.1
2022-08-25,South,Technology,2,370.8,630.36,157.9,3.8
2022-08-25,East,Furniture,4,293.39,1349.59,141.21,3.5
2022-08-26,West,Furniture,8,491.92,4919.2,501.35,3.2
2022-08-26,North,Appliances,3,282.89,848.67,98.96,4.5
2022-08-26,North,Office Supplies,1,56.35,56.35,85.95,4.1
2022-08-28,West,Technology,1,566.11,707.64,63.69,4.1
2022-08-28,North,Technology,11,487.18,5358.98,469.81,3.8
2022-08-29,North,Office Supplies,11,24.7,271.7,125.81,4.6
2022-08-29,East,Office Supplies,5,55.02,316.36,71.88,4.5
2022-08-29,West,Furniture,11,350.85,4824.19,406.1,2.9
2022-08-30,East,Furniture,1,308.32,354.57,78.72,4.0
2022-08-31,West,Office Supplies,10,47.27,590.88,107.88,4.2
2022-09-01,East,Furniture,2,286.14,658.12,103.68,4.1
2022-09-03,North,Technology,1,587.6,587.6,47.01,4.1
2022-09-03,North,Furniture,10,329.78,3297.8,318.31,3.5
2022-09-03,West,Office Supplies,8,52.5,525.0,66.95,4.4
2022-09-04,West,Technology,5,911.59,5697.44,508.65,4.4
2022-09-04,West,Office Supplies,2,48.46,121.15,112.77,2.9
2022-09-05,North,Technology,4,515.14,2060.56,233.17,4.6
2022-09-05,North,Technology,10,482.22,4822.2,387.33,3.9
2022-09-05,West,Technology,6,535.84,4018.8,422.38,3.7
2022-09-06,West,Appliances,3,254.46,954.22,177.9,4.0
2022-09-06,West,Office Supplies,4,49.07,245.35,96.44,4.6
2022-09-07,East,Office Supplies,4,40.52,186.39,98.92,3.5
2022-09-07,North,Appliances,5,277.36,1386.8,130.23,4.1
2022-09-07,East,Technology,3,489.62,1689.19,198.78,3.3
2022-09-08,West,Technology,7,640.95,5608.31,521.88,5.0
2022-09-08,West,Office Supplies,7,49.12,429.8,125.4,4.2
2022-09-08,North,Office Supplies,9,40.29,362.61,94.04,4.7
2022-09-09,East,Office Supplies,2,34.52,79.4,67.66,3.7
2022-09-11,West,Office Supplies,9,42.36,476.55,48.94,4.8
2022-09-12,East,Furniture,7,504.27,4059.37,365.87,3.6
2022-09-13,North,Office Supplies,10,57.31,573.1,139.59,4.7
2022-09-13,South,Appliances,8,344.12,2340.02,297.15,4.1
2022-09-14,West,Office Supplies,9,34.97,393.41,88.85,4.7
2022-09-14,East,Office Supplies,4,63.35,291.41,91.54,4.0
2022-09-14,North,Furniture,9,318.17,2863.53,299.64,4.0
2022-09-15,West,Office Supplies,1,36.58,45.72,38.82,3.8
2022-09-16,West,Technology,2,390.36,975.9,238.77,4.3
2022-09-16,South,Furniture,3,376.43,959.9,173.54,3.5
2022-09-17,East,Furniture,7,317.8,2558.29,242.92,4.5
2022-09-18,West,Office Supplies,1,31.52,39.4,37.91,4.0
2022-09-19,West,Office Supplies,2,37.69,94.22,60.79,2.9
2022-09-19,West,Office Supplies,11,44.42,610.78,159.25,4.9
2022-09-19,North,Appliances,10,231.61,2316.1,235.37,4.5
2022-09-20,West,Furniture,4,251.63,1258.15,145.57,3.8
2022-09-21,West,Office Supplies,9,45.22,508.72,42.96,4.2
2022-09-23,West,Appliances,5,318.6,1991.25,234.58,4.1
2022-09-24,North,Technology,2,633.93,1267.86,152.56,3.9
2022-09-24,South,Office Supplies,3,31.99,81.57,6.53,4.3
2022-09-25,North,Office Supplies,7,33.61,235.27,51.27,4.6
2022-09-27,North,Office Supplies,7,49.85,348.95,74.02,3.7
2022-09-29,West,Furniture,2,428.76,1071.9,168.7,3.7
2022-09-30,North,Technology,5,505.16,2525.8,285.78,3.9
2022-09-30,West,Furniture,2,366.95,917.38,115.87,3.7
2022-10-01,East,Furniture,9,278.54,2882.89,293.49,3.4
2022-10-01,West,Furniture,4,377.51,1887.55,205.95,3.4
2022-10-02,East,Furniture,11,336.51,4256.85,457.52,4.2
2022-10-02,West,Office Supplies,8,37.72,377.2,167.26,4.1
2022-10-03,North,Office Supplies,7,37.89,265.23,131.04,4.4
2022-10-03,North,Office Supplies,11,39.8,437.8,118.89,3.8
2022-10-04,West,Appliances,8,275.95,2759.5,257.13,3.3
2022-10-05,North,Office Supplies,8,54.7,437.6,78.49,4.6
2022-10-05,North,Office Supplies,3,50.27,150.81,50.62,4.0
2022-10-06,South,Office Supplies,3,42.17,107.53,146.6,5.0
2022-10-06,East,Furniture,10,330.09,3796.03,303.68,2.7
2022-10-07,North,Office Supplies,2,32.19,64.38,43.26,4.7
2022-10-07,South,Office Supplies,6,49.17,250.77,20.06,4.1
2022-10-07,South,Office Supplies,9,48.33,369.72,146.32,3.8
2022-10-08,South,Furniture,9,231.78,1773.12,186.35,3.2
2022-10-09,South,Office Supplies,8,56.68,385.42,109.33,3.6
2022-10-09,North,Furniture,7,399.48,2796.36,304.23,3.8
2022-10-10,West,Furniture,3,478.89,1795.84,267.81,4.6
2022-10-12,North,Furniture,11,340.7,3747.7,332.2,4.7
2022-10-13,East,Furniture,3,348.81,1203.39,115.09,2.9
2022-10-13,North,Furniture,9,407.34,3666.06,381.45,3.5
2022-10-13,East,Office Supplies,4,59.29,272.73,99.84,4.8
2022-10-13,North,Furniture,6,408.97,2453.82,289.3,3.8
2022-10-14,West,Furniture,2,336.41,841.03,106.32,4.3
2022-10-14,North,Furniture,5,319.18,1595.9,248.69,2.7
2022-10-14,South,Furniture,2,292.99,498.08,97.16,4.2
2022-10-15,East,Furniture,4,400.62,1842.85,196.93,3.9
2022-10-16,West,Furniture,5,342.43,2140.19,245.33,3.1
2022-10-17,North,Furniture,9,309.16,2782.44,281.08,4.2
2022-10-18,North,Furniture,3,327.26,981.78,133.84,4.5
2022-10-18,South,Office Supplies,5,38.24,162.52,80.63,4.8
2022-10-18,South,Furniture,8,300.49,2043.33,248.96,4.1
2022-10-21,South,Furniture,11,295.46,2762.55,252.13,4.4
2022-10-21,South,Technology,8,480.18,3265.22,383.84,4.4
2022-10-21,North,Furniture,9,282.7,2544.3,236.38,3.9
2022-10-24,North,Office Supplies,5,40.02,200.1,30.0,4.0
2022-10-25,West,Furniture,9,288.08,3240.9,402.15,3.6
2022-10-26,South,Technology,8,544.53,3702.8,360.86,4.3
2022-10-26,West,Office Supplies,1,55.43,69.29,101.42,4.4
2022-10-26,North,Office Supplies,2,48.32,96.64,7.73,3.5
2022-10-27,North,Furniture,11,344.24,3786.64,326.85,3.2
2022-10-27,East,Furniture,1,272.54,313.42,76.94,3.9
2022-10-27,East,Appliances,7,318.08,2560.54,309.03,3.5
2022-10-27,West,Office Supplies,1,30.66,38.33,70.73,4.2
2022-10-28,South,Technology,3,560.65,1429.66,176.55,4.8
2022-10-28,West,Office Supplies,5,50.03,312.69,26.84,4.9
2022-10-28,West,Office Supplies,9,37.86,425.92,116.81,4.2
2022-10-29,East,Furniture,2,354.83,816.11,155.23,3.4
2022-10-29,East,Furniture,4,357.1,1642.66,180.03,4.3
2022-10-29,South,Appliances,3,305.88,779.99,136.14,4.1
2022-10-29,North,Office Supplies,5,48.24,241.2,88.43,3.6
2022-10-30,North,Office Supplies,1,44.71,44.71,106.19,4.5
2022-10-31,East,Furniture,2,330.95,761.18,122.66,2.6
2022-11-03,North,Appliances,3,255.89,767.67,73.89,3.3
2022-11-03,West,Office Supplies,1,34.82,43.52,140.69,4.7
2022-11-03,South,Office Supplies,3,52.71,134.41,10.75,4.3
2022-11-05,East,Technology,10,706.27,8122.1,655.28,3.8
2022-11-06,North,Technology,4,712.17,2848.68,297.64,3.7
2022-11-06,North,Office Supplies,1,52.13,52.13,34.1,4.4
2022-11-06,South,Appliances,9,320.7,2453.35,268.53,4.8
2022-11-06,East,Office Supplies,7,43.9,353.4,76.97,4.0
2022-11-06,West,Office Supplies,11,56.3,774.12,120.27,4.6
2022-11-06,South,Office Supplies,11,51.48,481.34,69.67,4.1
2022-11-07,West,Furniture,10,301.15,3764.38,343.87,3.9
2022-11-08,West,Furniture,5,404.06,2525.38,231.82,4.1
2022-11-08,South,Technology,4,519.37,1765.86,205.2,3.8
2022-11-09,West,Office Supplies,4,55.49,277.45,80.49,5.0
2022-11-09,North,Office Supplies,8,46.07,368.56,168.4,3.1
2022-11-09,East,Technology,9,614.83,6363.49,585.25,3.6
2022-11-10,West,Technology,3,407.12,1526.7,201.99,3.6
2022-11-10,East,Technology,8,654.82,6024.34,519.0,4.0
2022-11-10,North,Furniture,1,396.3,396.3,70.64,3.5
2022-11-10,East,Technology,5,684.81,3937.66,322.89,3.6
2022-11-11,West,Technology,10,504.78,6309.75,508.01,2.9
2022-11-11,South,Office Supplies,4,53.41,181.59,72.8,2.8
2022-11-12,South,Appliances,11,238.24,2227.54,244.82,4.3
2022-11-12,North,Office Supplies,2,60.65,121.3,11.14,3.9
2022-11-14,South,Furniture,11,413.87,3869.68,309.57,3.3
2022-11-15,East,Office Supplies,4,40.91,188.19,75.03,3.6
2022-11-15,North,Office Supplies,6,50.09,300.54,141.4,3.4
2022-11-15,North,Furniture,9,324.62,2921.58,307.72,3.7
2022-11-16,South,Technology,10,533.9,4538.15,412.47,3.5
2022-11-16,North,Appliances,4,287.82,1151.28,161.16,3.0
2022-11-17,South,Furniture,4,328.08,1115.47,99.9,4.1
2022-11-17,East,Furniture,9,357.03,3695.26,320.77,4.3
2022-11-18,West,Technology,8,730.04,7300.4,597.13,2.9
2022-11-19,East,Furniture,5,247.48,1423.01,178.39,3.4
2022-11-20,North,Furniture,5,364.21,1821.05,265.47,4.2
2022-11-20,North,Furniture,9,358.49,3226.41,258.11,3.2
2022-11-21,North,Technology,6,476.24,2857.44,228.6,3.8
2022-11-22,West,Office Supplies,11,48.59,668.11,96.61,4.5
2022-11-22,North,Furniture,9,332.39,2991.51,274.64,3.3
2022-11-23,East,Office Supplies,2,52.77,121.37,9.71,4.4
2022-11-23,East,Furniture,11,393.27,4974.87,507.16,2.9
2022-11-23,North,Office Supplies,4,36.36,145.44,86.86,4.5
2022-11-23,North,Appliances,1,293.77,293.77,102.16,4.4
2022-11-24,South,Appliances,1,303.55,258.02,93.48,4.7
2022-11-25,North,Technology,10,699.43,6994.3,627.2,4.2
2022-11-26,West,Office Supplies,5,41.73,260.81,30.48,3.8
2022-11-27,East,Office Supplies,4,36.81,169.33,77.33,4.1
2022-11-27,East,Technology,7,540.49,4350.94,425.59,3.3
2022-11-28,North,Office Supplies,9,41.6,374.4,110.36,4.3
2022-11-29,East,Technology,5,518.33,2980.4,301.91,5.0
2022-11-29,South,Furniture,10,336.61,2861.19,279.8,4.0
2022-12-01,East,Office Supplies,5,40.62,233.56,18.68,4.1
2022-12-01,South,Furniture,9,357.96,2738.39,297.62,3.7
2022-12-01,North,Technology,2,515.26,1030.52,202.69,4.7
2022-12-02,East,Furniture,1,401.41,461.62,65.24,4.1
2022-12-02,North,Technology,3,660.63,1981.89,260.77,3.9
2022-12-03,West,Office Supplies,7,47.71,417.46,121.1,3.4
2022-12-04,South,Furniture,9,281.81,2155.85,232.2,4.0
2022-12-04,West,Furniture,10,355.9,4448.75,428.1,4.7
2022-12-05,West,Office Supplies,3,54.96,206.1,30.47,3.9
2022-12-05,East,Office Supplies,4,29.76,136.9,52.77,3.6
2022-12-05,East,Furniture,7,371.48,2990.41,335.13,3.2
2022-12-05,North,Office Supplies,6,53.65,321.9,60.33,4.6
2022-12-06,South,Furniture,4,388.61,1321.27,137.85,3.3
2022-12-06,North,Office Supplies,1,41.26,41.26,76.71,4.0
2022-12-07,North,Furniture,5,313.8,1569.0,159.65,3.9
2022-12-08,East,Office Supplies,8,37.98,349.42,27.95,4.5
2022-12-08,South,Technology,2,601.1,1021.87,101.88,3.6
2022-12-10,East,Office Supplies,8,41.16,378.67,118.21,4.4
2022-12-10,East,Office Supplies,3,47.91,165.29,47.37,4.2
2022-12-11,North,Appliances,10,277.25,2772.5,329.67,3.8
2022-12-11,West,Technology,1,651.14,813.92,106.19,4.2
2022-12-13,West,Office Supplies,10,54.39,679.88,65.3,4.3
2022-12-14,East,Office Supplies,6,31.86,219.83,57.94,3.3
2022-12-14,North,Appliances,1,214.56,214.56,72.16,3.2
2022-12-15,North,Office Supplies,4,42.44,169.76,83.92,4.6
2022-12-15,North,Furniture,8,383.63,3069.04,294.28,3.6
2022-12-16,South,Office Supplies,5,33.42,142.04,25.98,5.0
2022-12-16,North,Office Supplies,10,55.78,557.8,103.7,4.4
2022-12-17,North,Technology,11,710.29,7813.19,637.6,4.1
2022-12-17,North,Appliances,11,292.87,3221.57,344.65,4.1
2022-12-18,South,Technology,6,445.71,2273.12,205.29,3.8
2022-12-19,West,Office Supplies,5,50.64,316.5,157.4,4.5
2022-12-19,North,Furniture,4,382.26,1529.04,246.12,3.0
2022-12-19,West,Office Supplies,3,38.71,145.16,109.66,5.0
2022-12-20,South,Office Supplies,8,57.05,387.94,80.63,4.2
2022-12-20,South,Office Supplies,4,42.93,145.96,11.68,3.8
2022-12-20,East,Furniture,4,328.78,1512.39,189.56,3.4
2022-12-20,West,Office Supplies,7,46.68,408.45,108.67,3.7
2022-12-20,South,Appliances,9,270.87,2072.16,290.43,4.2
2022-12-20,West,Appliances,5,329.01,2056.31,234.28,4.2
2022-12-21,North,Office Supplies,8,58.13,465.04,97.23,3.9
2022-12-21,South,Furniture,3,385.66,983.43,110.19,3.4
2022-12-21,East,Furniture,10,366.87,4219.0,433.5,3.0
2022-12-21,North,Furniture,2,356.04,712.08,100.27,3.5
2022-12-21,North,Furniture,11,373.21,4105.31,421.85,3.5
2022-12-22,South,Office Supplies,2,46.59,79.2,45.25,4.1
2022-12-22,East,Appliances,2,311.72,716.96,139.27,4.3
2022-12-22,North,Appliances,6,288.24,1729.44,166.97,4.7
2022-12-22,North,Technology,10,849.76,8497.6,765.67,3.4
2022-12-23,South,Technology,4,585.31,1990.05,263.5,3.6
2022-12-24,East,Technology,5,647.25,3721.69,316.99,3.5
2022-12-25,East,Office Supplies,8,46.9,431.48,158.82,4.2
2022-12-25,West,Office Supplies,10,43.18,539.75,67.61,4.0
2022-12-26,West,Furniture,4,337.15,1685.75,183.21,4.8
2022-12-26,East,Furniture,7,271.11,2182.44,247.83,3.2
2022-12-26,North,Furniture,11,399.12,4390.32,475.89,3.7
2022-12-28,East,Office Supplies,8,53.63,493.4,65.19,4.7
2022-12-29,West,Furniture,9,287.53,3234.71,328.56,3.4
2022-12-29,North,Office Supplies,5,58.94,294.7,115.75,3.4
2022-12-30,West,Office Supplies,3,54.03,202.61,71.68,3.8
2022-12-30,North,Technology,2,443.9,887.8,143.4,4.1
2022-12-30,North,Technology,9,674.9,6074.1,542.24,4.3
2022-12-30,West,Technology,3,615.16,2306.85,238.84,4.5
2022-12-31,South,Furniture,8,309.68,2105.82,193.64,3.7
2022-12-31,South,Furniture,6,459.58,2343.86,226.93,4.0
2023-01-01,South,Office Supplies,9,50.42,385.71,122.23,3.9
2023-01-01,North,Office Supplies,3,39.53,118.59,80.41,4.3
2023-01-02,South,Appliances,5,296.15,1258.64,171.59,3.5
2023-01-02,East,Office Supplies,4,47.52,218.59,114.7,4.1
2023-01-03,West,Office Supplies,2,42.03,105.08,48.76,3.7
2023-01-03,East,Technology,6,773.48,5337.01,480.2,4.8
2023-01-04,South,Office Supplies,10,46.86,398.31,119.03,4.7
2023-01-04,South,Office Supplies,8,57.97,394.2,98.89,4.1
2023-01-04,East,Technology,1,533.65,613.7,78.33,3.5
2023-01-07,South,Office Supplies,9,51.66,395.2,123.75,3.8
2023-01-07,South,Office Supplies,3,52.69,134.36,92.46,3.4
2023-01-07,South,Technology,1,469.14,398.77,31.9,3.1
2023-01-07,West,Office Supplies,6,46.31,347.33,92.33,3.5
2023-01-07,North,Furniture,11,311.62,3427.82,368.12,3.3
2023-01-08,West,Technology,11,528.2,7262.75,650.17,3.9
2023-01-08,East,Appliances,1,255.44,293.76,149.88,4.5
2023-01-09,East,Office Supplies,3,51.84,178.85,105.69,4.3
2023-01-09,East,Appliances,7,313.34,2522.39,241.79,3.7
2023-01-10,West,Technology,5,665.4,4158.75,372.25,3.9
2023-01-11,East,Appliances,10,281.73,3239.9,300.16,3.3
2023-01-12,West,Office Supplies,5,43.56,272.25,114.21,4.6
2023-01-14,East,Technology,11,628.52,7950.78,636.06,3.6
2023-01-14,South,Furniture,9,373.35,2856.13,323.08,3.9
2023-01-14,North,Appliances,11,274.96,3024.56,311.32,3.9
2023-01-15,West,Technology,1,787.49,984.36,164.72,4.6
2023-01-15,North,Office Supplies,8,50.95,407.6,132.28,4.0
2023-01-16,East,Furniture,7,450.56,3627.01,322.07,2.8
2023-01-16,North,Furniture,3,321.38,964.14,77.13,3.6
2023-01-16,East,Appliances,2,297.12,683.38,88.92,4.6
2023-01-16,East,Office Supplies,4,46.07,211.92,73.51,3.5
2023-01-17,South,Office Supplies,4,45.11,153.37,84.54,4.0
2023-01-17,South,Office Supplies,6,44.14,225.11,30.55,3.9
2023-01-18,North,Furniture,5,219.81,1099.05,107.54,3.2
2023-01-18,West,Office Supplies,8,51.83,518.3,155.51,4.0
2023-01-19,East,Appliances,7,262.24,2111.03,179.01,4.5
2023-01-22,North,Technology,11,668.94,7358.34,631.88,4.2
2023-01-23,West,Appliances,5,234.19,1463.69,117.1,3.5
2023-01-24,West,Office Supplies,2,44.64,111.6,73.68,4.4
2023-01-24,North,Office Supplies,11,47.35,520.85,101.17,4.2
2023-01-26,South,Office Supplies,10,36.09,306.77,76.78,4.0
2023-01-27,North,Office Supplies,4,61.32,245.28,149.52,4.4
2023-01-27,North,Furniture,9,285.29,2567.61,280.96,2.9
2023-01-28,North,Furniture,4,341.18,1364.72,164.94,3.4
2023-01-28,East,Appliances,7,350.85,2824.34,367.15,3.5
2023-01-28,West,Technology,11,714.03,9817.91,836.15,4.1
2023-01-28,North,Appliances,9,171.59,1544.31,228.88,4.3
2023-01-30,East,Appliances,4,271.8,1250.28,200.36,4.4
2023-01-30,South,Appliances,9,173.07,1323.99,145.18,4.4
2023-01-30,North,Office Supplies,5,39.46,197.3,134.16,4.6
2023-01-30,West,Furniture,11,370.12,5089.15,470.29,3.0
2023-01-31,West,Furniture,2,364.43,911.08,132.0,3.8
2023-01-31,South,Furniture,7,313.49,1865.27,198.19,3.7
2023-01-31,North,Office Supplies,11,34.11,375.21,50.33,4.4
2023-02-02,South,Appliances,6,311.06,1586.41,200.34,4.0
2023-02-02,North,Furniture,11,322.95,3552.45,353.09,3.7
2023-02-03,East,Office Supplies,11,47.45,600.24,102.79,4.7
2023-02-04,South,Furniture,9,319.8,2446.47,207.97,3.9
2023-02-05,North,Office Supplies,2,51.26,102.52,57.91,3.7
2023-02-05,East,Office Supplies,6,37.54,259.03,72.24,3.6
2023-02-05,North,Technology,4,568.61,2274.44,271.42,3.9
2023-02-06,South,Appliances,9,300.58,2299.44,295.94,3.7
2023-02-07,North,Office Supplies,1,42.23,42.23,102.56,3.6
2023-02-08,West,Office Supplies,6,25.91,194.32,87.13,4.5
2023-02-09,North,Office Supplies,5,29.78,148.9,30.03,4.6
2023-02-09,East,Furniture,4,225.41,1036.89,189.35,3.3
2023-02-09,West,Office Supplies,11,54.16,744.7,129.52,3.7
2023-02-10,North,Office Supplies,8,42.8,342.4,61.69,3.3
2023-02-10,West,Office Supplies,11,56.37,775.09,101.43,4.5
2023-02-10,South,Office Supplies,5,48.24,205.02,135.33,4.1
2023-02-12,South,Technology,2,496.38,843.85,182.98,3.0
2023-02-13,West,Furniture,1,322.34,402.92,93.56,2.9
2023-02-13,West,Furniture,7,359.16,3142.65,307.42,4.3
2023-02-14,East,Technology,7,793.92,6391.06,558.59,4.1
2023-02-15,West,Furniture,9,365.93,4116.71,365.16,2.8
2023-02-16,West,Office Supplies,5,56.42,352.62,28.21,4.6
2023-02-17,South,Appliances,2,286.52,487.08,119.66,3.4
2023-02-17,North,Office Supplies,5,28.64,143.2,153.89,4.0
2023-02-17,East,Appliances,5,251.54,1446.36,177.23,3.4
2023-02-18,South,Technology,7,764.27,4547.41,482.08,3.6
2023-02-18,South,Office Supplies,5,51.4,218.45,71.22,4.2
2023-02-19,South,Office Supplies,8,46.44,315.79,88.06,4.9
2023-02-19,South,Office Supplies,2,52.43,89.13,62.62,4.6
2023-02-19,East,Technology,7,690.24,5556.43,530.1,3.3
2023-02-19,North,Furniture,6,330.95,1985.7,171.25,3.0
2023-02-20,North,Office Supplies,5,47.45,237.25,79.63,4.4
2023-02-20,South,Furniture,8,489.56,3329.01,301.53,3.5
2023-02-20,East,Office Supplies,6,52.55,362.59,33.12,3.1
2023-02-20,East,Office Supplies,11,51.42,650.46,117.8,3.2
2023-02-23,South,Appliances,9,383.31,2932.32,332.49,3.8
2023-02-23,East,Furniture,11,433.86,5488.33,500.67,4.0
2023-02-23,South,Appliances,7,231.5,1377.42,176.04,4.6
2023-02-23,West,Furniture,1,374.32,467.9,131.46,3.2
2023-02-24,South,Office Supplies,8,48.42,329.26,146.49,3.7
2023-02-24,East,Furniture,5,354.42,2037.92,228.72,3.9
2023-02-24,West,Appliances,3,272.98,1023.68,215.69,4.1
2023-02-25,East,Office Supplies,2,43.41,99.84,75.74,4.5
2023-02-25,South,Technology,11,504.52,4717.26,385.36,4.4
2023-02-25,South,Technology,11,706.85,6609.05,625.96,4.3
2023-02-26,North,Office Supplies,10,54.33,543.3,134.54,3.4
2023-02-27,South,Technology,8,534.54,3634.87,403.38,4.0
2023-02-27,East,Furniture,11,348.46,4408.02,438.01,3.7
2023-02-28,East,Office Supplies,9,45.56,471.55,147.45,4.2
2023-02-28,North,Office Supplies,7,38.05,266.35,89.35,3.6
2023-03-01,North,Office Supplies,5,44.73,223.65,69.96,4.2
2023-03-02,North,Furniture,9,305.33,2747.97,252.9,3.5
2023-03-03,East,Furniture,6,425.08,2933.05,236.68,3.6
2023-03-04,South,Technology,7,817.99,4867.04,490.52,3.2
2023-03-06,East,Office Supplies,8,46.72,429.82,85.36,4.6
2023-03-06,East,Technology,5,486.78,2798.98,223.92,3.7
2023-03-07,South,Office Supplies,7,50.96,303.21,60.65,4.0
2023-03-07,South,Appliances,7,296.64,1765.01,238.63,3.4
2023-03-07,East,Office Supplies,11,45.09,570.39,143.26,4.7
2023-03-07,West,Office Supplies,5,47.84,299.0,51.77,4.4
2023-03-08,South,Furniture,8,427.09,2904.21,275.7,3.5
2023-03-08,South,Appliances,10,253.73,2156.7,262.42,3.8
2023-03-09,West,Furniture,11,378.62,5206.02,551.0,3.9
2023-03-10,North,Furniture,2,458.7,917.4,113.38,4.1
2023-03-10,South,Furniture,6,220.83,1126.23,90.1,3.2
2023-03-11,South,Furniture,5,282.11,1198.97,171.59,3.6
2023-03-11,West,Office Supplies,4,45.66,228.3,83.12,5.0
2023-03-13,North,Office Supplies,4,51.4,205.6,58.62,4.6
2023-03-14,East,Furniture,10,326.88,3759.12,335.28,3.4
2023-03-15,West,Furniture,5,286.25,1789.06,146.39,2.8
2023-03-15,North,Technology,7,660.5,4623.5,522.8,4.3
2023-03-15,North,Furniture,8,441.71,3533.68,376.33,3.3
2023-03-16,North,Office Supplies,4,47.88,191.52,92.26,4.1
2023-03-16,East,Technology,4,522.88,2405.25,199.44,3.9
2023-03-16,North,Technology,5,479.35,2396.75,303.73,4.6
2023-03-17,East,Furniture,11,249.67,3158.33,289.08,4.5
2023-03-18,East,Office Supplies,4,47.14,216.84,129.81,4.6
2023-03-18,West,Office Supplies,6,52.22,391.65,109.47,4.8
2023-03-19,West,Office Supplies,4,39.9,199.5,69.64,3.0
2023-03-19,West,Technology,4,803.75,4018.75,345.62,4.0
2023-03-19,East,Furniture,8,469.91,4323.17,345.85,3.1
2023-03-19,South,Office Supplies,7,48.82,290.48,91.69,4.2
2023-03-21,North,Appliances,7,307.33,2151.31,243.22,4.3
2023-03-21,East,Furniture,1,249.71,287.17,81.11,2.9
2023-03-21,East,Technology,8,526.55,4844.26,466.69,3.4
2023-03-23,South,Office Supplies,5,38.7,164.48,70.38,3.9
2023-03-23,North,Office Supplies,7,53.56,374.92,46.05,4.6
2023-03-23,West,Appliances,4,242.99,1214.95,119.81,4.2
2023-03-24,West,Appliances,4,264.28,1321.4,195.92,4.4
2023-03-25,North,Office Supplies,2,53.91,107.82,31.56,5.0
2023-03-25,East,Office Supplies,6,41.31,285.04,123.69,3.1
2023-03-25,West,Technology,1,779.77,974.71,159.69,3.1
2023-03-26,East,Office Supplies,9,45.39,469.79,84.39,3.7
2023-03-26,East,Appliances,2,232.45,534.63,117.96,4.4
2023-03-28,South,Appliances,8,277.91,1889.79,181.86,3.9
2023-03-29,West,Office Supplies,9,58.56,658.8,151.77,4.2
2023-03-30,East,Appliances,3,371.46,1281.54,202.78,4.1
2023-03-31,West,Technology,4,397.97,1989.85,266.37,3.8
2023-04-01,West,Appliances,10,227.48,2843.5,281.84,3.3
2023-04-01,South,Technology,10,597.95,5082.58,455.67,4.7
2023-04-01,North,Technology,3,651.81,1955.43,200.6,3.9
2023-04-01,East,Office Supplies,6,44.17,304.77,96.4,3.6
2023-04-02,North,Appliances,1,292.73,292.73,110.33,3.9
2023-04-03,North,Furniture,8,380.28,3042.24,296.6,3.3
2023-04-03,North,Technology,10,458.79,4587.9,512.72,4.5
2023-04-03,East,Appliances,11,327.22,4139.33,406.04,3.3
2023-04-03,North,Office Supplies,3,40.42,121.26,91.55,4.2
2023-04-06,North,Furniture,8,257.94,2063.52,260.31,3.2
2023-04-06,East,Office Supplies,9,41.8,432.63,96.03,4.5
2023-04-06,East,Office Supplies,5,47.11,270.88,67.26,3.3
2023-04-06,North,Office Supplies,4,55.59,222.36,103.62,4.3
2023-04-09,North,Technology,3,486.83,1460.49,154.51,4.0
2023-04-09,South,Office Supplies,8,50.39,342.65,104.19,4.8
2023-04-09,West,Office Supplies,11,39.05,536.94,95.81,4.8
2023-04-10,North,Technology,5,586.25,2931.25,275.4,3.8
2023-04-11,South,Office Supplies,5,53.16,225.93,98.09,3.8
2023-04-11,West,Office Supplies,4,39.94,199.7,95.37,4.7
2023-04-11,East,Office Supplies,11,31.29,395.82,172.85,4.7
2023-04-12,South,Appliances,2,320.14,544.24,81.25,3.9
2023-04-12,South,Office Supplies,11,31.05,290.32,49.22,3.6
2023-04-12,East,Furniture,2,414.95,954.38,112.31,4.0
2023-04-12,East,Office Supplies,6,51.94,358.39,171.1,3.8
2023-04-13,East,Office Supplies,2,62.05,142.71,98.46,4.2
2023-04-13,West,Furniture,8,330.95,3309.5,300.69,3.3
2023-04-13,East,Office Supplies,7,48.85,393.24,147.36,4.5
2023-04-15,North,Office Supplies,6,29.25,175.5,66.46,4.6
2023-04-16,West,Technology,4,577.08,2885.4,314.57,4.7
2023-04-16,West,Furniture,10,522.36,6529.5,626.71,2.9
2023-04-16,North,Appliances,9,293.07,2637.63,304.04,3.9
2023-04-16,North,Furniture,3,358.77,1076.31,135.6,3.4
2023-04-16,South,Technology,2,644.48,1095.62,154.15,4.3
2023-04-17,East,Technology,3,731.56,2523.88,278.94,4.5
2023-04-17,West,Technology,7,637.31,5576.46,452.69,4.2
2023-04-17,West,Furniture,3,358.67,1345.01,136.12,3.3
2023-04-17,West,Appliances,11,311.78,4286.98,438.43,4.1
2023-04-17,South,Office Supplies,2,35.54,60.42,21.95,4.2
2023-04-18,East,Office Supplies,8,55.23,508.12,67.67,4.2
2023-04-18,North,Office Supplies,9,44.62,401.58,82.41,4.5
2023-04-18,East,Office Supplies,3,41.63,143.62,49.15,5.0
2023-04-18,West,Technology,9,594.85,6692.06,537.58,4.2
2023-04-18,North,Furniture,2,265.35,530.7,66.26,3.4
2023-04-19,West,Appliances,8,242.43,2424.3,270.43,3.9
2023-04-19,East,Appliances,3,300.95,1038.28,122.7,3.4
